               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.041271,            0.019854,            0.010499,              0.8757,             0.84812,             0.91741,             0.62111,            0.031507,            0.010511,           0.0059274,            0.009307,            0.009307,            0.009307
                  37,            0.042764,            0.019756,            0.010709,             0.83839,             0.89319,             0.93175,             0.61957,            0.031495,            0.010171,           0.0059832,           0.0092872,           0.0092872,           0.0092872
                  38,            0.043401,            0.019203,            0.010905,             0.88926,             0.88552,             0.92348,             0.62991,             0.03036,            0.010325,           0.0059908,           0.0092674,           0.0092674,           0.0092674
                  39,            0.042368,            0.019714,            0.010478,             0.89839,             0.92338,             0.94827,             0.64595,            0.032006,            0.010215,           0.0057964,           0.0092476,           0.0092476,           0.0092476
                  40,            0.042451,            0.020227,            0.010429,             0.92632,             0.89561,             0.95054,             0.65361,            0.030144,            0.010103,           0.0052739,           0.0092278,           0.0092278,           0.0092278
                  41,            0.041497,            0.020094,            0.010344,             0.90776,             0.92951,             0.95153,             0.64705,            0.030809,            0.010033,            0.005253,            0.009208,            0.009208,            0.009208
                  42,             0.04143,            0.020495,           0.0098095,             0.93662,             0.91974,             0.95981,             0.68003,             0.02959,           0.0098139,            0.005229,           0.0091882,           0.0091882,           0.0091882
                  43,            0.041719,            0.019748,           0.0099941,             0.90492,             0.93624,             0.96207,             0.65243,             0.03091,           0.0098272,            0.005171,           0.0091684,           0.0091684,           0.0091684
                  44,            0.040571,            0.018422,           0.0097246,             0.94664,             0.91366,             0.95966,              0.6616,            0.029264,           0.0099327,           0.0052496,           0.0091486,           0.0091486,           0.0091486
                  45,            0.040771,            0.019287,           0.0096124,             0.93513,             0.91676,             0.96196,             0.63265,            0.033169,            0.010178,             0.00502,           0.0091288,           0.0091288,           0.0091288
                  46,            0.040419,            0.018827,           0.0093252,             0.92517,             0.93937,              0.9599,             0.68076,              0.0298,           0.0098475,           0.0049143,            0.009109,            0.009109,            0.009109
                  47,             0.04034,             0.01935,           0.0092038,              0.9575,             0.94893,             0.97264,              0.6477,            0.029685,            0.009739,            0.004807,           0.0090892,           0.0090892,           0.0090892
                  48,            0.040545,            0.018921,           0.0089353,             0.94859,             0.95225,             0.97138,             0.66841,            0.029242,           0.0096397,           0.0048582,           0.0090694,           0.0090694,           0.0090694
                  49,            0.040063,            0.018443,           0.0091512,             0.94448,               0.941,             0.96672,             0.67964,            0.029067,           0.0095043,           0.0049053,           0.0090496,           0.0090496,           0.0090496
                  50,             0.04025,            0.019211,           0.0088714,             0.92672,             0.93417,             0.95883,             0.69259,            0.028563,           0.0097338,            0.004678,           0.0090298,           0.0090298,           0.0090298
                  51,            0.040374,            0.019118,           0.0088955,             0.96681,              0.9265,             0.96618,             0.67103,            0.030038,             0.01008,           0.0046547,             0.00901,             0.00901,             0.00901
                  52,            0.039609,            0.018947,            0.009157,             0.97348,             0.94387,               0.973,             0.70567,            0.027884,           0.0096343,           0.0043144,           0.0089902,           0.0089902,           0.0089902
                  53,            0.039341,            0.018744,           0.0084429,             0.94045,             0.96091,             0.97324,             0.66882,            0.029596,            0.009769,           0.0043582,           0.0089704,           0.0089704,           0.0089704
                  54,            0.039402,            0.019118,           0.0088818,             0.96948,             0.95847,             0.97685,             0.69274,            0.028035,           0.0095284,           0.0041875,           0.0089506,           0.0089506,           0.0089506
                  55,            0.038928,             0.01914,           0.0084197,             0.96633,             0.94984,             0.97568,             0.69436,            0.028282,            0.009522,           0.0040646,           0.0089308,           0.0089308,           0.0089308
                  56,            0.040812,            0.019128,           0.0089055,              0.9485,             0.95613,             0.97716,             0.70387,            0.027873,           0.0097713,            0.004242,            0.008911,            0.008911,            0.008911
                  57,            0.037724,              0.0185,           0.0082018,             0.96185,             0.95435,             0.97465,             0.71856,            0.027696,           0.0093287,            0.003973,           0.0088912,           0.0088912,           0.0088912
                  58,            0.040497,            0.018734,           0.0084199,             0.96366,             0.93779,             0.96997,             0.67741,            0.028355,           0.0096862,           0.0041648,           0.0088714,           0.0088714,           0.0088714
                  59,            0.039572,            0.018841,           0.0084926,             0.96634,             0.96838,             0.97837,             0.71429,            0.027712,           0.0093036,           0.0039062,           0.0088516,           0.0088516,           0.0088516
                  60,            0.037844,             0.01781,           0.0078388,             0.96651,             0.95995,             0.97748,             0.72104,            0.027453,           0.0093597,           0.0039872,           0.0088318,           0.0088318,           0.0088318
                  61,            0.037499,            0.018155,           0.0081467,             0.97705,              0.9561,             0.98175,             0.71995,            0.027056,           0.0091329,           0.0038879,            0.008812,            0.008812,            0.008812
                  62,            0.037509,            0.018199,           0.0078123,             0.95926,             0.93822,              0.9684,             0.70486,            0.027924,           0.0095861,            0.003943,           0.0087922,           0.0087922,           0.0087922
                  63,            0.038339,             0.01819,           0.0077078,             0.97171,             0.95864,             0.98331,             0.71458,            0.027566,           0.0092794,           0.0037458,           0.0087724,           0.0087724,           0.0087724
                  64,            0.037851,            0.018357,           0.0078762,             0.97571,             0.95663,             0.97565,             0.69668,            0.027334,           0.0094607,           0.0036761,           0.0087526,           0.0087526,           0.0087526
                  65,            0.038236,            0.019055,           0.0078442,             0.97137,             0.96377,             0.97674,             0.72692,            0.026916,           0.0089007,           0.0037421,           0.0087328,           0.0087328,           0.0087328
                  66,            0.039046,            0.019465,           0.0078759,             0.97686,             0.96138,             0.98614,             0.73436,            0.026459,           0.0090971,           0.0036589,            0.008713,            0.008713,            0.008713
                  67,            0.038581,             0.01795,           0.0078908,             0.97132,             0.95312,             0.98237,             0.72879,            0.026549,            0.009222,           0.0037182,           0.0086932,           0.0086932,           0.0086932
                  68,            0.038787,            0.018034,           0.0078458,              0.9643,              0.9419,             0.97764,             0.74039,            0.026783,           0.0090993,           0.0038243,           0.0086734,           0.0086734,           0.0086734
                  69,            0.037842,            0.018444,           0.0079118,             0.96711,             0.93074,             0.97166,             0.72204,            0.027413,           0.0092154,           0.0037885,           0.0086536,           0.0086536,           0.0086536
                  70,             0.03766,            0.018755,            0.007591,             0.96706,             0.96193,             0.98084,              0.7239,            0.026168,           0.0089039,           0.0036996,           0.0086338,           0.0086338,           0.0086338
                  71,            0.037123,            0.018008,           0.0078794,             0.97891,              0.9655,             0.98213,             0.73317,            0.025816,           0.0088444,           0.0035506,            0.008614,            0.008614,            0.008614
                  72,            0.037552,            0.018817,           0.0075941,             0.97753,             0.95778,             0.98217,             0.74609,            0.025275,           0.0086685,           0.0034378,           0.0085942,           0.0085942,           0.0085942
                  73,            0.036994,            0.017884,            0.007448,             0.94937,             0.95565,             0.97441,              0.7346,            0.025865,           0.0088377,           0.0036383,           0.0085744,           0.0085744,           0.0085744
                  74,            0.036749,             0.01784,           0.0073773,              0.9806,             0.96058,             0.98386,             0.72093,            0.025662,           0.0086135,           0.0033919,           0.0085546,           0.0085546,           0.0085546
                  75,            0.036715,            0.017885,           0.0073247,              0.9806,             0.95131,             0.98094,             0.75423,            0.025781,           0.0088323,           0.0034264,           0.0085348,           0.0085348,           0.0085348
                  76,            0.036276,            0.017087,           0.0071924,             0.98342,             0.95712,             0.98181,             0.75888,            0.025689,           0.0086078,           0.0033851,            0.008515,            0.008515,            0.008515
                  77,            0.036647,            0.017864,           0.0076173,             0.96072,             0.95176,             0.97367,             0.74355,            0.025158,            0.008626,           0.0033663,           0.0084952,           0.0084952,           0.0084952
                  78,            0.036603,            0.017588,           0.0076433,              0.9641,             0.95827,             0.97812,             0.74245,            0.025084,           0.0086443,           0.0032225,           0.0084754,           0.0084754,           0.0084754
                  79,            0.035951,            0.016986,           0.0072469,             0.97626,             0.96191,             0.98123,             0.75489,             0.02508,           0.0084847,           0.0031783,           0.0084556,           0.0084556,           0.0084556
                  80,            0.036997,            0.017338,           0.0070763,             0.97844,             0.96325,              0.9838,             0.72976,            0.026344,           0.0087829,           0.0033083,           0.0084358,           0.0084358,           0.0084358
                  81,            0.036457,            0.017898,           0.0072873,             0.98362,             0.95817,             0.98605,              0.7452,            0.025303,           0.0086172,           0.0032108,            0.008416,            0.008416,            0.008416
                  82,            0.036296,            0.017771,           0.0074501,             0.97224,             0.96938,             0.98574,             0.77028,            0.024964,           0.0085813,           0.0031507,           0.0083962,           0.0083962,           0.0083962
                  83,            0.036013,            0.016793,           0.0067802,             0.97973,              0.9601,             0.98719,             0.76521,            0.025018,           0.0085542,           0.0032337,           0.0083764,           0.0083764,           0.0083764
                  84,            0.035365,            0.017295,           0.0070966,             0.97935,             0.95431,             0.98543,             0.76138,             0.02469,           0.0085708,           0.0032543,           0.0083566,           0.0083566,           0.0083566
                  85,            0.035791,            0.017521,           0.0069825,             0.98102,             0.96222,             0.98263,             0.73969,            0.025081,           0.0086725,            0.003093,           0.0083368,           0.0083368,           0.0083368
                  86,            0.036469,            0.016991,           0.0072498,             0.98336,               0.959,             0.98653,             0.74077,            0.025426,           0.0086346,           0.0031805,            0.008317,            0.008317,            0.008317
                  87,              0.0361,            0.017524,           0.0068506,             0.98331,             0.97013,             0.98512,             0.75531,            0.025469,           0.0084447,           0.0031017,           0.0082972,           0.0082972,           0.0082972
                  88,            0.037978,             0.01775,           0.0079291,             0.97383,             0.96862,             0.98503,             0.74059,            0.024849,           0.0085438,           0.0031555,           0.0082774,           0.0082774,           0.0082774
                  89,            0.035229,            0.017328,           0.0067652,              0.9786,             0.96255,             0.98477,              0.7681,             0.02456,            0.008384,           0.0031674,           0.0082576,           0.0082576,           0.0082576
                  90,            0.035003,            0.016982,           0.0067645,             0.98013,             0.96058,             0.98335,             0.76277,            0.024492,           0.0083835,           0.0032504,           0.0082378,           0.0082378,           0.0082378
                  91,            0.034479,            0.016249,           0.0067774,             0.97723,             0.97025,             0.98427,             0.75742,            0.024177,           0.0083179,           0.0030183,            0.008218,            0.008218,            0.008218
                  92,            0.035678,            0.016536,           0.0071737,             0.97304,             0.96717,             0.98606,             0.76987,             0.02419,           0.0084354,           0.0031324,           0.0081982,           0.0081982,           0.0081982
                  93,             0.03475,            0.017114,           0.0068596,             0.97876,             0.96965,             0.98472,             0.77136,             0.02381,           0.0081794,           0.0030719,           0.0081784,           0.0081784,           0.0081784
                  94,            0.036214,             0.01711,           0.0073371,             0.97537,             0.94023,              0.9784,               0.746,            0.025304,           0.0090224,           0.0031554,           0.0081586,           0.0081586,           0.0081586
                  95,             0.03485,            0.017532,           0.0068718,             0.97636,             0.96846,             0.98429,             0.76656,            0.023976,           0.0083017,           0.0029916,           0.0081388,           0.0081388,           0.0081388
                  96,            0.034634,            0.016806,           0.0065747,              0.9803,             0.96676,             0.98875,             0.77524,            0.023752,           0.0081847,           0.0029774,            0.008119,            0.008119,            0.008119
                  97,            0.036184,            0.017675,           0.0065373,             0.97727,             0.95558,             0.98261,             0.77484,            0.023726,           0.0082745,           0.0030459,           0.0080992,           0.0080992,           0.0080992
                  98,            0.035102,            0.016937,           0.0067403,             0.96945,             0.96685,             0.98497,             0.76765,            0.024399,           0.0084798,           0.0030553,           0.0080794,           0.0080794,           0.0080794
                  99,            0.034903,            0.016581,           0.0069136,              0.9659,             0.97552,             0.98741,              0.7683,            0.023603,           0.0082431,           0.0029604,           0.0080596,           0.0080596,           0.0080596
                 100,            0.035238,            0.017437,           0.0069412,             0.98027,             0.96717,             0.98379,             0.78455,            0.023036,           0.0080673,           0.0028759,           0.0080398,           0.0080398,           0.0080398
                 101,            0.034297,            0.017249,           0.0067629,              0.9815,             0.96716,             0.98558,             0.77009,            0.023194,           0.0081729,           0.0028878,             0.00802,             0.00802,             0.00802
                 102,            0.034855,            0.017065,           0.0069207,             0.97773,             0.97211,             0.98793,             0.78083,            0.023642,           0.0083522,             0.00286,           0.0080002,           0.0080002,           0.0080002
                 103,            0.033557,            0.016574,           0.0065491,             0.98566,             0.95959,             0.98785,             0.78307,            0.023218,           0.0079474,           0.0028243,           0.0079804,           0.0079804,           0.0079804
                 104,            0.035222,            0.016462,            0.006664,             0.97774,             0.95896,             0.98837,             0.78652,             0.02277,           0.0080822,            0.002868,           0.0079606,           0.0079606,           0.0079606
                 105,            0.034002,            0.016902,           0.0063251,             0.97761,             0.97669,             0.98809,             0.78834,            0.023065,           0.0080509,           0.0028071,           0.0079408,           0.0079408,           0.0079408
                 106,            0.034965,            0.016746,           0.0068661,             0.97823,             0.96551,              0.9881,             0.78521,            0.023573,           0.0082046,           0.0028917,            0.007921,            0.007921,            0.007921
                 107,            0.034044,            0.016168,           0.0063031,             0.97427,             0.97639,             0.98723,             0.78714,            0.023279,           0.0081572,           0.0029046,           0.0079012,           0.0079012,           0.0079012
                 108,            0.034976,            0.016864,           0.0064807,             0.96952,             0.97187,             0.98834,             0.78694,            0.023345,           0.0080817,           0.0031384,           0.0078814,           0.0078814,           0.0078814
                 109,            0.034008,            0.016965,           0.0063772,             0.97473,             0.97861,              0.9892,               0.785,            0.023467,           0.0081449,           0.0029768,           0.0078616,           0.0078616,           0.0078616
                 110,            0.034066,            0.016562,             0.00635,             0.98218,             0.97057,             0.98956,             0.79562,            0.022619,           0.0081355,           0.0029515,           0.0078418,           0.0078418,           0.0078418
                 111,            0.033079,            0.015705,           0.0061779,             0.97917,             0.96908,             0.98923,             0.78942,            0.022874,           0.0082031,           0.0028235,            0.007822,            0.007822,            0.007822
                 112,            0.034597,            0.017401,           0.0067657,             0.97816,             0.96224,             0.98873,             0.78869,            0.022358,           0.0080084,           0.0027981,           0.0078022,           0.0078022,           0.0078022
                 113,            0.034248,            0.015455,           0.0065039,             0.97289,             0.97895,             0.98855,             0.79366,             0.02269,           0.0079787,           0.0030399,           0.0077824,           0.0077824,           0.0077824
                 114,            0.033989,            0.016346,           0.0063785,             0.97874,             0.96962,             0.98798,             0.80613,            0.022763,           0.0079384,           0.0030412,           0.0077626,           0.0077626,           0.0077626
                 115,            0.033232,            0.016045,           0.0062312,             0.97995,             0.96591,             0.98593,             0.80152,            0.023027,            0.008162,           0.0030069,           0.0077428,           0.0077428,           0.0077428
                 116,            0.034276,            0.016828,             0.00643,             0.96854,             0.96798,             0.98858,             0.80175,            0.022564,           0.0081118,           0.0028952,            0.007723,            0.007723,            0.007723
                 117,             0.03378,            0.016623,           0.0062572,             0.96957,             0.96644,             0.98388,             0.79466,            0.022393,           0.0079647,           0.0028833,           0.0077032,           0.0077032,           0.0077032
                 118,            0.033373,            0.015935,           0.0064784,             0.97854,             0.97172,             0.98681,             0.80783,             0.02208,           0.0078931,           0.0028429,           0.0076834,           0.0076834,           0.0076834
                 119,            0.034024,            0.015491,           0.0063838,              0.9787,             0.96036,             0.98479,             0.79509,            0.022402,           0.0079476,           0.0027538,           0.0076636,           0.0076636,           0.0076636
                 120,            0.034866,            0.016143,           0.0064303,             0.97715,             0.96096,              0.9848,             0.78388,            0.022713,           0.0078873,           0.0029687,           0.0076438,           0.0076438,           0.0076438
                 121,            0.032609,            0.016201,           0.0063202,             0.97339,             0.96518,             0.98335,             0.79607,            0.021882,           0.0078867,            0.002874,            0.007624,            0.007624,            0.007624
                 122,            0.033526,            0.016202,           0.0065127,             0.98278,               0.959,             0.98178,             0.79764,            0.022046,           0.0079042,           0.0028364,           0.0076042,           0.0076042,           0.0076042
                 123,            0.034079,            0.016842,           0.0064355,             0.97236,             0.97314,             0.98673,             0.80972,            0.021926,           0.0077808,           0.0028208,           0.0075844,           0.0075844,           0.0075844
                 124,            0.033368,            0.015459,           0.0059943,             0.98033,             0.96229,             0.98692,             0.79725,            0.022239,           0.0078091,           0.0029256,           0.0075646,           0.0075646,           0.0075646
                 125,            0.032542,            0.015626,           0.0059036,             0.97405,             0.97581,             0.98722,             0.80316,            0.021884,           0.0077469,           0.0028496,           0.0075448,           0.0075448,           0.0075448
                 126,            0.033555,            0.016878,           0.0059087,             0.97898,             0.96601,             0.98728,              0.8146,            0.021646,           0.0077724,           0.0028489,            0.007525,            0.007525,            0.007525
                 127,            0.032934,            0.016453,           0.0060364,             0.98217,             0.97324,             0.98729,              0.8137,             0.02143,           0.0077062,           0.0027578,           0.0075052,           0.0075052,           0.0075052
                 128,            0.033413,            0.016399,           0.0063386,             0.98275,             0.97171,             0.98806,              0.8066,            0.022421,            0.007992,           0.0028736,           0.0074854,           0.0074854,           0.0074854
                 129,            0.032047,            0.016013,           0.0055899,             0.98155,             0.96932,             0.98762,             0.80742,            0.021911,             0.00791,           0.0028107,           0.0074656,           0.0074656,           0.0074656
                 130,            0.033327,            0.015799,            0.006361,             0.98461,             0.96943,             0.98977,             0.82231,             0.02118,           0.0076898,            0.002791,           0.0074458,           0.0074458,           0.0074458
                 131,            0.033108,            0.016386,            0.006179,             0.98441,             0.97155,             0.98894,             0.80709,            0.021745,           0.0077592,            0.002703,            0.007426,            0.007426,            0.007426
                 132,             0.03295,            0.016679,           0.0063634,             0.98361,             0.97217,             0.98756,               0.803,            0.021516,           0.0079666,           0.0027175,           0.0074062,           0.0074062,           0.0074062
                 133,            0.032411,            0.016063,           0.0061219,             0.98313,             0.97289,             0.98932,              0.8175,            0.021246,           0.0077046,           0.0027002,           0.0073864,           0.0073864,           0.0073864
                 134,            0.032048,            0.015685,           0.0058975,             0.97926,             0.96691,             0.98691,              0.8166,            0.021121,           0.0076553,           0.0026311,           0.0073666,           0.0073666,           0.0073666
                 135,             0.03222,            0.015916,           0.0060134,             0.98062,             0.96837,             0.98935,             0.81592,             0.02111,           0.0074898,           0.0025166,           0.0073468,           0.0073468,           0.0073468
                 136,            0.032626,            0.015819,           0.0058643,              0.9783,             0.97317,             0.98879,              0.8169,            0.020958,           0.0075035,           0.0026172,            0.007327,            0.007327,            0.007327
                 137,             0.03153,             0.01557,           0.0058755,             0.98292,             0.97462,             0.98976,             0.81743,            0.021192,           0.0075068,           0.0027372,           0.0073072,           0.0073072,           0.0073072
                 138,            0.032047,            0.015572,           0.0059046,             0.98423,             0.97218,             0.98767,              0.8068,             0.02113,           0.0075766,           0.0027104,           0.0072874,           0.0072874,           0.0072874
                 139,            0.033186,            0.015555,           0.0059265,             0.97175,             0.97454,             0.98678,             0.80919,            0.021107,           0.0076503,           0.0025604,           0.0072676,           0.0072676,           0.0072676
                 140,            0.031685,            0.015574,           0.0057329,             0.98084,             0.97384,             0.98735,             0.82403,            0.020706,           0.0075354,           0.0026575,           0.0072478,           0.0072478,           0.0072478
                 141,            0.032755,            0.016274,           0.0061116,             0.97789,             0.97367,             0.98756,             0.82274,            0.020459,           0.0075214,           0.0027204,            0.007228,            0.007228,            0.007228
                 142,            0.031842,            0.016126,           0.0059268,             0.97761,             0.97586,             0.98704,             0.81563,              0.0213,           0.0076383,           0.0026448,           0.0072082,           0.0072082,           0.0072082
                 143,            0.031602,            0.015353,           0.0055888,             0.97919,             0.97577,             0.98771,             0.81486,            0.020964,           0.0077796,           0.0026314,           0.0071884,           0.0071884,           0.0071884
                 144,            0.032383,            0.015809,           0.0059106,             0.97954,             0.97392,             0.98792,             0.80574,            0.021222,           0.0077999,           0.0026102,           0.0071686,           0.0071686,           0.0071686
                 145,            0.032363,            0.015952,           0.0060299,             0.98283,             0.97127,             0.98816,             0.82392,            0.021336,           0.0076216,           0.0024387,           0.0071488,           0.0071488,           0.0071488
                 146,            0.032194,            0.015609,            0.005763,              0.9821,             0.97492,             0.98836,              0.8186,            0.020651,           0.0073313,           0.0024697,            0.007129,            0.007129,            0.007129
                 147,            0.030608,            0.015387,           0.0051516,               0.982,             0.97393,              0.9882,             0.83007,             0.02062,           0.0074238,            0.002489,           0.0071092,           0.0071092,           0.0071092
                 148,            0.031536,            0.015616,           0.0058614,             0.97857,             0.97696,             0.98987,               0.823,            0.020657,           0.0073888,           0.0024025,           0.0070894,           0.0070894,           0.0070894
                 149,            0.032497,            0.016553,            0.005856,             0.98244,                0.97,             0.98936,             0.81742,            0.020845,           0.0075083,           0.0024493,           0.0070696,           0.0070696,           0.0070696
                 150,            0.031476,            0.015062,           0.0061244,             0.98584,             0.97038,             0.99047,             0.83156,             0.02014,           0.0074463,           0.0024927,           0.0070498,           0.0070498,           0.0070498
                 151,            0.031822,            0.015287,           0.0058056,             0.98467,             0.96311,             0.98801,             0.82185,            0.020673,           0.0075546,           0.0025197,             0.00703,             0.00703,             0.00703
                 152,             0.03241,            0.015514,            0.005795,              0.9796,             0.96931,             0.98819,             0.82543,            0.020843,           0.0075258,           0.0026234,           0.0070102,           0.0070102,           0.0070102
                 153,            0.031391,            0.015619,           0.0059714,             0.98224,             0.97466,              0.9893,             0.81921,            0.020824,            0.007486,           0.0025244,           0.0069904,           0.0069904,           0.0069904
                 154,            0.032039,            0.015209,            0.005732,             0.97822,             0.96927,             0.98784,             0.82014,            0.020715,           0.0075041,           0.0024805,           0.0069706,           0.0069706,           0.0069706
                 155,             0.03068,            0.015174,           0.0055253,             0.97781,             0.97522,              0.9897,             0.82511,            0.020374,           0.0073823,           0.0024428,           0.0069508,           0.0069508,           0.0069508
                 156,            0.030271,            0.015019,           0.0054016,             0.97168,             0.97401,             0.98559,             0.82974,            0.020081,           0.0072509,           0.0024803,            0.006931,            0.006931,            0.006931
