               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.031013,            0.015059,           0.0054531,             0.97973,             0.96474,             0.98662,             0.81796,            0.020395,           0.0074509,           0.0024461,           0.0069112,           0.0069112,           0.0069112
                 158,            0.031903,            0.016016,           0.0054572,             0.98213,             0.96441,             0.98972,              0.8268,            0.020809,           0.0074149,           0.0024471,           0.0068914,           0.0068914,           0.0068914
                 159,            0.030177,            0.014623,           0.0052109,             0.98076,             0.96697,             0.98753,             0.82509,            0.020349,           0.0072531,           0.0024781,           0.0068716,           0.0068716,           0.0068716
                 160,            0.031029,            0.015269,           0.0057117,             0.97467,             0.97407,             0.98714,             0.83539,            0.019892,           0.0072718,           0.0024921,           0.0068518,           0.0068518,           0.0068518
                 161,            0.031029,            0.015488,           0.0053625,             0.97803,             0.97442,             0.98612,             0.82262,            0.020048,           0.0073893,            0.002545,            0.006832,            0.006832,            0.006832
                 162,            0.030871,             0.01497,           0.0054126,             0.97875,             0.96659,             0.98728,             0.82041,            0.020198,           0.0074271,           0.0025205,           0.0068122,           0.0068122,           0.0068122
                 163,            0.030197,            0.014925,           0.0055601,             0.97712,             0.96779,             0.98825,             0.83468,             0.02029,           0.0074514,           0.0024885,           0.0067924,           0.0067924,           0.0067924
                 164,            0.031498,            0.016093,           0.0059363,             0.97993,             0.96888,             0.98867,             0.82444,            0.020346,           0.0073052,           0.0025321,           0.0067726,           0.0067726,           0.0067726
                 165,            0.031682,            0.016318,           0.0057447,             0.97958,             0.96115,             0.98723,             0.81464,            0.020246,           0.0073027,           0.0025167,           0.0067528,           0.0067528,           0.0067528
                 166,            0.030832,             0.01498,           0.0055171,              0.9793,             0.97244,              0.9908,             0.82419,            0.020218,           0.0072715,           0.0024773,            0.006733,            0.006733,            0.006733
                 167,            0.031046,            0.015189,           0.0055623,             0.98001,              0.9742,             0.98973,             0.82485,            0.020077,           0.0072543,           0.0023942,           0.0067132,           0.0067132,           0.0067132
                 168,            0.031544,            0.014611,           0.0057186,             0.97591,             0.97338,             0.98997,             0.83315,              0.0203,            0.007323,           0.0024084,           0.0066934,           0.0066934,           0.0066934
                 169,             0.03137,             0.01522,           0.0056475,             0.98027,             0.97138,             0.99092,             0.82281,            0.020003,            0.007142,           0.0023783,           0.0066736,           0.0066736,           0.0066736
                 170,            0.031081,            0.014719,           0.0057909,             0.97658,             0.97281,             0.98956,             0.82981,                0.02,           0.0071612,           0.0024516,           0.0066538,           0.0066538,           0.0066538
                 171,            0.030395,            0.015003,           0.0054836,             0.98075,             0.96672,             0.98631,             0.82481,            0.019918,           0.0072467,           0.0025788,            0.006634,            0.006634,            0.006634
                 172,            0.030054,            0.015287,           0.0055207,             0.98243,             0.96995,             0.98877,             0.82629,            0.019684,           0.0071284,           0.0025051,           0.0066142,           0.0066142,           0.0066142
                 173,            0.031446,            0.015058,           0.0056947,             0.97932,             0.97497,             0.98869,             0.82914,            0.020135,           0.0072059,           0.0025086,           0.0065944,           0.0065944,           0.0065944
                 174,            0.030586,            0.014884,           0.0054586,             0.97985,             0.97423,             0.98788,             0.82935,            0.019841,           0.0072212,           0.0024487,           0.0065746,           0.0065746,           0.0065746
                 175,            0.031298,            0.015113,           0.0056201,             0.98013,             0.97167,             0.99018,             0.82882,            0.020122,            0.007208,           0.0023625,           0.0065548,           0.0065548,           0.0065548
                 176,            0.030489,             0.01435,           0.0055156,             0.98397,             0.97229,             0.99169,             0.83569,            0.019585,           0.0071821,           0.0022888,            0.006535,            0.006535,            0.006535
                 177,            0.031331,            0.014842,            0.005753,             0.98433,             0.97145,             0.98868,             0.83288,              0.0196,           0.0071205,           0.0023361,           0.0065152,           0.0065152,           0.0065152
                 178,            0.029865,            0.015138,           0.0051147,              0.9858,             0.97441,             0.99001,               0.833,            0.019291,           0.0071405,           0.0023917,           0.0064954,           0.0064954,           0.0064954
                 179,            0.030723,            0.014695,             0.00582,               0.985,             0.96935,             0.98888,             0.84749,            0.019318,           0.0070822,           0.0023484,           0.0064756,           0.0064756,           0.0064756
                 180,            0.029908,            0.014726,           0.0052902,             0.98378,             0.96993,             0.98866,             0.84086,            0.019269,           0.0071413,           0.0024296,           0.0064558,           0.0064558,           0.0064558
                 181,            0.029438,            0.014573,           0.0052403,             0.98251,             0.97158,             0.98952,             0.84499,            0.019511,           0.0071404,           0.0024149,            0.006436,            0.006436,            0.006436
                 182,            0.030544,            0.015392,            0.005562,             0.98298,             0.97181,             0.98797,             0.84004,             0.01902,           0.0071101,            0.002334,           0.0064162,           0.0064162,           0.0064162
                 183,            0.030722,            0.015526,           0.0057604,             0.98328,             0.97338,             0.99015,             0.84498,            0.019109,           0.0070683,            0.002286,           0.0063964,           0.0063964,           0.0063964
                 184,            0.030516,            0.014395,           0.0052537,              0.9819,             0.97496,             0.99116,             0.84142,              0.0194,           0.0071456,           0.0023268,           0.0063766,           0.0063766,           0.0063766
                 185,            0.030488,            0.015098,           0.0053782,             0.98298,             0.97611,             0.99009,             0.83244,            0.018965,           0.0070938,           0.0024441,           0.0063568,           0.0063568,           0.0063568
                 186,            0.030517,             0.01501,           0.0054656,             0.98465,             0.97495,             0.99036,             0.84154,            0.018879,           0.0071269,           0.0024476,            0.006337,            0.006337,            0.006337
                 187,             0.03039,            0.015382,           0.0057889,             0.98634,             0.97308,             0.98969,             0.84725,            0.019063,           0.0069712,           0.0023689,           0.0063172,           0.0063172,           0.0063172
                 188,            0.030061,            0.014643,           0.0055179,             0.98183,             0.97484,             0.98922,             0.84794,            0.019198,           0.0069402,           0.0023416,           0.0062974,           0.0062974,           0.0062974
                 189,            0.030702,            0.014968,            0.005146,             0.98118,             0.97347,             0.98956,             0.84346,            0.019083,           0.0071094,           0.0022838,           0.0062776,           0.0062776,           0.0062776
                 190,            0.030304,            0.014609,           0.0055322,             0.98471,             0.97574,              0.9903,              0.8479,            0.018769,           0.0069262,           0.0022207,           0.0062578,           0.0062578,           0.0062578
                 191,            0.029091,             0.01494,           0.0050398,              0.9888,             0.97334,             0.99032,             0.85098,            0.018942,           0.0071003,           0.0021747,            0.006238,            0.006238,            0.006238
                 192,             0.03045,            0.014923,           0.0053483,             0.98461,             0.97458,              0.9909,             0.84986,            0.018929,           0.0071265,            0.002207,           0.0062182,           0.0062182,           0.0062182
                 193,            0.030559,             0.01444,           0.0055445,              0.9878,             0.97211,             0.99023,             0.84809,            0.019114,           0.0070324,           0.0022219,           0.0061984,           0.0061984,           0.0061984
                 194,            0.030273,            0.014892,           0.0054027,              0.9857,             0.97426,             0.99057,             0.85653,            0.018685,           0.0069109,           0.0022538,           0.0061786,           0.0061786,           0.0061786
                 195,            0.030003,            0.015055,           0.0051914,             0.98197,             0.97254,             0.98975,             0.84772,            0.018713,           0.0069692,           0.0022271,           0.0061588,           0.0061588,           0.0061588
                 196,            0.031182,            0.015168,           0.0056474,             0.98257,              0.9745,             0.99039,             0.84324,            0.018879,           0.0070033,           0.0022719,            0.006139,            0.006139,            0.006139
                 197,            0.029516,            0.014554,           0.0051746,             0.98636,             0.97108,             0.99142,             0.85473,            0.018727,           0.0068948,            0.002234,           0.0061192,           0.0061192,           0.0061192
                 198,             0.03116,            0.015133,           0.0055662,             0.98274,             0.97193,             0.98953,             0.84995,            0.018949,           0.0069308,           0.0022346,           0.0060994,           0.0060994,           0.0060994
                 199,            0.029811,            0.014999,           0.0056046,             0.98327,             0.97065,             0.99054,              0.8602,            0.018533,           0.0068587,           0.0022313,           0.0060796,           0.0060796,           0.0060796
                 200,            0.029801,            0.014312,           0.0051687,             0.98341,             0.97505,              0.9903,             0.85674,            0.018194,            0.006693,            0.002258,           0.0060598,           0.0060598,           0.0060598
                 201,            0.030292,            0.015139,           0.0054546,             0.98463,             0.97693,              0.9908,             0.84956,            0.018501,           0.0068727,           0.0023294,             0.00604,             0.00604,             0.00604
                 202,            0.029318,            0.014281,            0.005415,              0.9852,              0.9767,             0.98978,             0.85901,             0.01836,           0.0067965,           0.0023051,           0.0060202,           0.0060202,           0.0060202
                 203,            0.029193,            0.014653,           0.0051991,             0.98445,             0.97313,             0.98931,             0.86353,            0.017892,           0.0066089,           0.0021876,           0.0060004,           0.0060004,           0.0060004
                 204,            0.029307,             0.01469,           0.0052067,             0.98526,             0.97005,             0.98967,             0.85924,            0.018092,           0.0066433,           0.0021357,           0.0059806,           0.0059806,           0.0059806
                 205,            0.029368,            0.014111,           0.0049464,             0.97937,             0.97346,             0.98939,             0.85083,            0.018224,           0.0067494,           0.0021659,           0.0059608,           0.0059608,           0.0059608
                 206,            0.029626,              0.0145,           0.0050987,             0.98038,             0.97506,             0.98936,             0.85263,            0.018261,           0.0067463,           0.0022743,            0.005941,            0.005941,            0.005941
                 207,            0.029674,            0.014789,           0.0052268,             0.97833,             0.96961,             0.98987,              0.8429,            0.018509,           0.0068976,           0.0022618,           0.0059212,           0.0059212,           0.0059212
                 208,            0.029009,            0.014667,           0.0048842,             0.98488,             0.97519,             0.99017,             0.86023,             0.01845,           0.0068199,           0.0021433,           0.0059014,           0.0059014,           0.0059014
                 209,            0.028985,            0.014272,           0.0050788,             0.98288,              0.9772,             0.98946,             0.85005,            0.018438,           0.0068489,           0.0020841,           0.0058816,           0.0058816,           0.0058816
                 210,            0.029049,            0.014097,           0.0050975,             0.98282,             0.97383,              0.9895,                0.85,            0.018391,           0.0068993,           0.0020907,           0.0058618,           0.0058618,           0.0058618
                 211,            0.029688,            0.014671,           0.0049671,             0.98339,             0.97112,             0.99091,             0.86009,            0.018378,           0.0067331,           0.0022264,            0.005842,            0.005842,            0.005842
                 212,             0.02918,            0.014264,           0.0052104,             0.98118,             0.97171,             0.98901,             0.86287,            0.018049,           0.0066461,           0.0022328,           0.0058222,           0.0058222,           0.0058222
                 213,            0.028946,            0.014891,           0.0051531,             0.98385,             0.96908,             0.98988,             0.87195,            0.018109,           0.0067176,           0.0021152,           0.0058024,           0.0058024,           0.0058024
                 214,            0.029265,              0.0142,            0.005304,             0.97956,             0.97617,             0.98991,             0.87567,            0.017969,           0.0067667,           0.0021648,           0.0057826,           0.0057826,           0.0057826
                 215,            0.029595,            0.014067,           0.0051246,             0.98389,             0.97062,             0.98927,             0.85426,            0.018143,            0.006683,           0.0020949,           0.0057628,           0.0057628,           0.0057628
                 216,            0.029014,            0.014576,           0.0053686,             0.98428,             0.97351,             0.99043,              0.8638,            0.017836,           0.0066771,           0.0020684,            0.005743,            0.005743,            0.005743
                 217,            0.029129,            0.014177,           0.0051648,             0.98537,             0.97086,             0.98991,             0.85878,            0.017814,            0.006676,           0.0020755,           0.0057232,           0.0057232,           0.0057232
                 218,            0.029159,            0.014459,           0.0051665,             0.98618,             0.96836,             0.98934,             0.85798,            0.018324,            0.006879,           0.0020448,           0.0057034,           0.0057034,           0.0057034
                 219,            0.028592,            0.014112,           0.0050604,             0.98323,             0.97286,             0.98986,             0.86512,            0.017891,           0.0067319,           0.0019979,           0.0056836,           0.0056836,           0.0056836
                 220,            0.028691,            0.014042,            0.005125,             0.98335,             0.97571,             0.98993,             0.87373,            0.017826,           0.0066333,           0.0020111,           0.0056638,           0.0056638,           0.0056638
                 221,            0.029766,            0.014843,           0.0053248,             0.97925,             0.97714,             0.99004,             0.85235,             0.01806,           0.0067253,           0.0020526,            0.005644,            0.005644,            0.005644
                 222,            0.029252,            0.014224,           0.0051131,             0.97946,             0.97545,              0.9897,             0.85941,            0.018029,           0.0066237,           0.0020692,           0.0056242,           0.0056242,           0.0056242
                 223,            0.027877,            0.014474,           0.0047454,             0.98125,             0.97318,             0.98925,             0.86118,               0.018,           0.0066112,           0.0020571,           0.0056044,           0.0056044,           0.0056044
                 224,             0.02899,            0.014268,           0.0053529,             0.98447,             0.96883,             0.98966,             0.86264,            0.017939,           0.0066094,           0.0021305,           0.0055846,           0.0055846,           0.0055846
                 225,             0.02951,             0.01447,            0.005123,             0.98204,             0.97598,             0.98974,             0.86096,            0.017977,           0.0065502,           0.0021647,           0.0055648,           0.0055648,           0.0055648
                 226,             0.02816,            0.014251,           0.0049126,             0.98549,             0.97526,             0.99035,             0.86284,            0.017809,           0.0064909,           0.0021509,            0.005545,            0.005545,            0.005545
                 227,            0.027968,            0.014363,           0.0050585,             0.98405,             0.97705,             0.99072,             0.86914,            0.017844,           0.0066116,           0.0021299,           0.0055252,           0.0055252,           0.0055252
                 228,            0.028473,            0.013823,           0.0047187,             0.98277,             0.97673,             0.99029,             0.86265,            0.017924,           0.0066196,           0.0021486,           0.0055054,           0.0055054,           0.0055054
                 229,            0.029001,            0.014311,           0.0051385,             0.98424,             0.97373,             0.99091,             0.86846,            0.017968,           0.0066585,           0.0021721,           0.0054856,           0.0054856,           0.0054856
                 230,            0.028107,            0.013914,           0.0048631,             0.98312,             0.97426,             0.99183,              0.8728,            0.017924,           0.0064975,           0.0020307,           0.0054658,           0.0054658,           0.0054658
                 231,            0.029453,            0.014163,           0.0052328,             0.98486,             0.97617,             0.99214,             0.87632,            0.017478,           0.0064236,           0.0020514,            0.005446,            0.005446,            0.005446
                 232,            0.028724,            0.014009,            0.004921,             0.98636,              0.9739,             0.99071,             0.87279,            0.017385,           0.0064531,           0.0020756,           0.0054262,           0.0054262,           0.0054262
                 233,            0.028067,             0.01415,           0.0046982,             0.98514,             0.97296,             0.99198,             0.87505,            0.017279,           0.0063792,           0.0020339,           0.0054064,           0.0054064,           0.0054064
                 234,            0.028555,            0.013747,           0.0048547,             0.98263,             0.97764,             0.99156,             0.87485,             0.01723,           0.0063767,           0.0020625,           0.0053866,           0.0053866,           0.0053866
                 235,            0.028623,            0.014296,           0.0049539,             0.97967,             0.97566,              0.9918,             0.87671,            0.017236,           0.0063755,           0.0020388,           0.0053668,           0.0053668,           0.0053668
                 236,            0.027868,             0.01399,           0.0049485,             0.98524,             0.97628,             0.99253,             0.87553,            0.017275,           0.0064318,           0.0019908,            0.005347,            0.005347,            0.005347
                 237,             0.02758,            0.014291,           0.0046977,             0.98653,             0.97377,             0.99166,             0.87732,            0.017191,             0.00636,           0.0019507,           0.0053272,           0.0053272,           0.0053272
                 238,            0.028782,            0.014018,           0.0052335,             0.98189,             0.97555,             0.99075,             0.87404,            0.017301,           0.0064419,           0.0020934,           0.0053074,           0.0053074,           0.0053074
                 239,            0.028803,            0.014423,           0.0051163,              0.9843,             0.97528,              0.9918,             0.88013,            0.017176,           0.0064356,           0.0020913,           0.0052876,           0.0052876,           0.0052876
                 240,            0.028526,            0.013644,            0.004988,             0.98274,             0.97854,             0.99257,             0.88396,            0.017078,           0.0064644,           0.0020217,           0.0052678,           0.0052678,           0.0052678
                 241,             0.02797,            0.013888,           0.0046994,             0.98266,             0.97718,             0.99207,             0.87562,            0.017364,           0.0064367,           0.0019913,            0.005248,            0.005248,            0.005248
                 242,             0.02747,            0.013392,           0.0045787,             0.98494,             0.97648,             0.99127,             0.87281,            0.017097,           0.0063307,            0.002025,           0.0052282,           0.0052282,           0.0052282
                 243,            0.027961,             0.01354,           0.0048428,             0.98561,             0.97592,             0.99152,              0.8839,            0.017072,           0.0063769,           0.0020601,           0.0052084,           0.0052084,           0.0052084
                 244,            0.028279,            0.014128,           0.0049071,             0.98378,             0.97634,              0.9904,             0.88115,            0.016978,           0.0063875,           0.0020238,           0.0051886,           0.0051886,           0.0051886
                 245,            0.027951,            0.013884,           0.0047805,               0.985,             0.97679,             0.99173,             0.87849,            0.017026,           0.0063542,           0.0020014,           0.0051688,           0.0051688,           0.0051688
                 246,            0.028576,            0.014656,            0.005383,             0.98413,             0.97373,             0.99004,              0.8702,            0.017065,           0.0064305,           0.0020298,            0.005149,            0.005149,            0.005149
                 247,            0.028347,            0.013966,           0.0049127,             0.98268,             0.97426,             0.98984,             0.88186,            0.017045,           0.0063548,           0.0020163,           0.0051292,           0.0051292,           0.0051292
                 248,            0.027479,            0.013637,            0.004726,             0.98203,              0.9753,             0.99036,             0.87436,            0.017203,           0.0065008,           0.0020449,           0.0051094,           0.0051094,           0.0051094
                 249,            0.028499,            0.014035,           0.0049222,             0.98426,             0.97349,             0.99031,             0.86841,            0.017107,           0.0064324,           0.0020469,           0.0050896,           0.0050896,           0.0050896
                 250,            0.027428,            0.013433,           0.0045779,             0.98143,             0.97551,             0.99084,             0.87575,            0.017133,           0.0064678,           0.0020452,           0.0050698,           0.0050698,           0.0050698
                 251,            0.027438,            0.013215,            0.004616,             0.98311,             0.97322,             0.99191,             0.86765,            0.017305,           0.0063812,           0.0019529,             0.00505,             0.00505,             0.00505
                 252,            0.027321,            0.013855,           0.0048268,             0.98307,             0.97815,             0.99177,             0.87483,            0.017023,           0.0063951,           0.0019496,           0.0050302,           0.0050302,           0.0050302
                 253,            0.027588,             0.01362,           0.0048358,             0.98244,             0.97422,             0.99073,             0.87065,            0.017056,           0.0064569,           0.0019997,           0.0050104,           0.0050104,           0.0050104
                 254,            0.026969,            0.013052,            0.004591,              0.9821,             0.97742,             0.99018,             0.86842,            0.017263,           0.0064932,            0.001992,           0.0049906,           0.0049906,           0.0049906
                 255,            0.027285,            0.013469,           0.0046274,             0.98409,             0.97824,             0.99115,             0.87112,            0.016997,           0.0063799,           0.0019581,           0.0049708,           0.0049708,           0.0049708
                 256,            0.026943,            0.013529,           0.0045029,             0.98512,             0.97941,             0.99197,             0.87573,            0.016688,           0.0061322,           0.0019238,            0.004951,            0.004951,            0.004951
                 257,            0.027576,            0.013587,           0.0048206,             0.98221,             0.97961,             0.99239,             0.87631,            0.016908,            0.006209,           0.0019315,           0.0049312,           0.0049312,           0.0049312
                 258,            0.027637,            0.013134,             0.00468,              0.9832,             0.97822,              0.9909,             0.87059,            0.016885,           0.0061679,           0.0019488,           0.0049114,           0.0049114,           0.0049114
                 259,            0.027467,            0.013876,           0.0048958,             0.98608,             0.97466,             0.99178,             0.88008,            0.016761,           0.0061205,           0.0019477,           0.0048916,           0.0048916,           0.0048916
                 260,            0.026627,            0.013435,           0.0044975,             0.98314,             0.97468,             0.99183,              0.8819,            0.016611,           0.0062302,           0.0018838,           0.0048718,           0.0048718,           0.0048718
                 261,            0.027431,            0.014071,           0.0048301,             0.98409,             0.97897,             0.99202,             0.87914,            0.016483,           0.0062767,           0.0019005,            0.004852,            0.004852,            0.004852
                 262,            0.027652,            0.013461,           0.0047301,             0.98372,             0.97625,             0.99199,             0.87756,            0.016675,            0.006255,           0.0018974,           0.0048322,           0.0048322,           0.0048322
                 263,            0.028086,            0.014097,           0.0051052,              0.9849,             0.97785,             0.99264,             0.87043,            0.016842,           0.0062097,           0.0019168,           0.0048124,           0.0048124,           0.0048124
                 264,            0.026953,            0.013628,           0.0047245,             0.98384,             0.97635,              0.9915,             0.88424,            0.016529,           0.0061959,           0.0019194,           0.0047926,           0.0047926,           0.0047926
                 265,            0.028446,            0.013628,           0.0049439,             0.98376,             0.97769,             0.99078,             0.88058,            0.016617,           0.0062694,           0.0019234,           0.0047728,           0.0047728,           0.0047728
                 266,            0.027222,            0.013856,           0.0047199,             0.98388,             0.97619,             0.99072,             0.88502,            0.016671,           0.0063539,            0.001926,            0.004753,            0.004753,            0.004753
                 267,            0.027922,            0.012979,           0.0046545,             0.98497,             0.97458,             0.99095,             0.88557,            0.016533,           0.0061524,           0.0019414,           0.0047332,           0.0047332,           0.0047332
                 268,            0.027838,            0.013517,           0.0048325,             0.98356,             0.97898,             0.99084,             0.88471,             0.01665,           0.0061431,            0.001886,           0.0047134,           0.0047134,           0.0047134
                 269,            0.027743,            0.013322,           0.0047758,             0.98727,             0.97521,             0.99054,             0.88182,            0.016649,           0.0061516,           0.0018972,           0.0046936,           0.0046936,           0.0046936
                 270,            0.026985,            0.012976,           0.0043957,             0.98622,             0.97564,             0.99038,             0.89001,            0.016639,           0.0062699,           0.0019088,           0.0046738,           0.0046738,           0.0046738
                 271,            0.027659,            0.013941,           0.0048123,             0.98492,             0.97314,             0.99038,              0.8804,            0.016707,           0.0062845,           0.0019237,            0.004654,            0.004654,            0.004654
                 272,            0.026958,             0.01293,           0.0044617,             0.98596,             0.97549,             0.99123,             0.88961,            0.016345,           0.0061026,           0.0019054,           0.0046342,           0.0046342,           0.0046342
                 273,            0.026558,            0.013435,           0.0046032,              0.9848,              0.9769,             0.99182,             0.88336,            0.016193,           0.0060425,           0.0019432,           0.0046144,           0.0046144,           0.0046144
                 274,            0.027131,            0.013601,           0.0046577,               0.984,             0.97725,             0.99082,             0.88802,             0.01624,           0.0060887,           0.0019291,           0.0045946,           0.0045946,           0.0045946
                 275,            0.027583,            0.013287,           0.0046887,             0.98071,             0.98059,             0.99097,             0.88614,            0.016366,           0.0061083,           0.0019063,           0.0045748,           0.0045748,           0.0045748
                 276,             0.02729,            0.013232,           0.0046002,             0.98233,             0.98087,              0.9906,              0.8888,            0.016332,           0.0061137,             0.00191,            0.004555,            0.004555,            0.004555
                 277,            0.026525,            0.013578,           0.0045261,             0.98342,             0.98112,             0.99159,             0.88019,            0.016205,           0.0061074,           0.0019546,           0.0045352,           0.0045352,           0.0045352
                 278,            0.027426,            0.013499,           0.0046464,             0.98359,             0.97989,             0.99171,             0.88618,            0.016309,            0.006164,           0.0020089,           0.0045154,           0.0045154,           0.0045154
                 279,            0.025961,            0.012892,           0.0041485,              0.9807,             0.97938,             0.99065,              0.8829,             0.01635,           0.0061293,           0.0020461,           0.0044956,           0.0044956,           0.0044956
                 280,            0.027497,            0.013539,           0.0048376,             0.97548,             0.98342,             0.99065,              0.8861,            0.016344,           0.0060671,           0.0020959,           0.0044758,           0.0044758,           0.0044758
                 281,            0.026842,            0.013682,           0.0046459,             0.98038,             0.98029,             0.99081,             0.89433,            0.016432,           0.0060726,           0.0020868,            0.004456,            0.004456,            0.004456
                 282,            0.026234,            0.012918,             0.00451,             0.98242,             0.97392,             0.99117,             0.89128,            0.016435,           0.0061153,            0.002069,           0.0044362,           0.0044362,           0.0044362
                 283,            0.026696,            0.013343,           0.0045576,             0.98293,              0.9725,             0.99084,             0.88299,            0.016415,           0.0061461,           0.0020484,           0.0044164,           0.0044164,           0.0044164
                 284,            0.026857,            0.013467,           0.0044453,             0.97835,             0.97787,              0.9902,             0.88787,            0.016495,           0.0061668,           0.0020441,           0.0043966,           0.0043966,           0.0043966
                 285,            0.025961,            0.013104,           0.0044264,              0.9788,             0.98174,              0.9903,             0.88508,            0.016298,           0.0061001,           0.0020681,           0.0043768,           0.0043768,           0.0043768
                 286,            0.026631,            0.013066,           0.0043735,             0.98164,             0.97837,             0.99154,             0.89389,            0.016203,           0.0060353,           0.0020286,            0.004357,            0.004357,            0.004357
                 287,            0.027001,            0.013185,            0.004608,             0.98473,             0.97654,             0.99202,               0.894,            0.016118,            0.005968,           0.0019783,           0.0043372,           0.0043372,           0.0043372
                 288,            0.027263,            0.013247,           0.0045307,             0.97938,             0.98068,             0.99128,             0.88918,            0.016088,           0.0059315,            0.001886,           0.0043174,           0.0043174,           0.0043174
                 289,            0.027514,            0.014075,           0.0047457,             0.97968,             0.97927,             0.99119,             0.89209,            0.016015,           0.0059621,           0.0018818,           0.0042976,           0.0042976,           0.0042976
                 290,            0.026326,            0.012996,           0.0044585,             0.98157,             0.97786,             0.99128,             0.89421,            0.015917,           0.0059376,            0.001906,           0.0042778,           0.0042778,           0.0042778
                 291,            0.027308,            0.013414,           0.0047135,             0.98156,             0.97801,             0.99071,             0.88791,            0.015891,           0.0059103,           0.0019441,            0.004258,            0.004258,            0.004258
                 292,            0.025952,            0.012936,           0.0045788,             0.98195,             0.97861,             0.99046,             0.88713,            0.015894,           0.0059884,           0.0019975,           0.0042382,           0.0042382,           0.0042382
                 293,            0.026188,            0.012929,           0.0044874,             0.98219,             0.97808,             0.99033,             0.89792,            0.016025,           0.0059651,           0.0020058,           0.0042184,           0.0042184,           0.0042184
                 294,            0.025527,             0.01278,           0.0042948,             0.98263,             0.97834,             0.99043,             0.89385,            0.016033,           0.0058727,           0.0019669,           0.0041986,           0.0041986,           0.0041986
                 295,            0.027764,            0.014082,           0.0048633,             0.98333,             0.97728,             0.99029,             0.89195,            0.015972,           0.0057687,           0.0019481,           0.0041788,           0.0041788,           0.0041788
                 296,            0.025733,             0.01306,           0.0041915,              0.9814,             0.97773,             0.99147,             0.89372,            0.016056,            0.005913,           0.0019484,            0.004159,            0.004159,            0.004159
                 297,            0.025862,            0.012915,           0.0043502,             0.98256,             0.97587,             0.99195,             0.89199,            0.016102,           0.0058767,            0.001907,           0.0041392,           0.0041392,           0.0041392
                 298,            0.026643,            0.013294,           0.0046253,             0.98079,             0.97771,             0.99252,             0.88902,            0.015795,           0.0058326,           0.0018571,           0.0041194,           0.0041194,           0.0041194
                 299,              0.0267,               0.013,           0.0045641,             0.98184,             0.97753,             0.99263,             0.88878,            0.015819,           0.0057924,           0.0018436,           0.0040996,           0.0040996,           0.0040996
                 300,            0.026854,             0.01347,           0.0044684,             0.98275,             0.97678,             0.99219,              0.8959,            0.015822,           0.0058274,           0.0018236,           0.0040798,           0.0040798,           0.0040798
                 301,            0.027307,            0.014253,           0.0048668,             0.98247,             0.97608,             0.99234,             0.88908,              0.0158,             0.00588,           0.0018361,             0.00406,             0.00406,             0.00406
                 302,             0.02672,            0.013309,           0.0044875,             0.98251,             0.97784,             0.99052,              0.8954,            0.015762,           0.0058894,            0.001872,           0.0040402,           0.0040402,           0.0040402
                 303,            0.025996,            0.012695,           0.0044417,             0.97881,             0.97736,             0.99147,              0.8879,            0.015673,           0.0058855,           0.0018713,           0.0040204,           0.0040204,           0.0040204
                 304,            0.026702,            0.013121,           0.0044696,             0.98127,             0.97719,             0.99156,             0.88934,            0.015813,           0.0059523,           0.0018727,           0.0040006,           0.0040006,           0.0040006
                 305,            0.026758,            0.012993,           0.0046168,             0.98296,             0.97485,             0.99166,             0.89679,            0.015736,           0.0058525,           0.0018721,           0.0039808,           0.0039808,           0.0039808
                 306,            0.024822,            0.012507,           0.0041488,             0.98223,             0.97513,              0.9917,             0.89619,            0.015685,            0.005768,           0.0018473,            0.003961,            0.003961,            0.003961
                 307,            0.026838,            0.013546,           0.0045913,              0.9816,             0.97544,             0.99142,              0.9037,            0.015727,           0.0057519,           0.0018872,           0.0039412,           0.0039412,           0.0039412
                 308,            0.025925,            0.013292,           0.0044863,             0.98262,             0.97636,             0.99044,             0.89803,            0.015651,           0.0058279,            0.001911,           0.0039214,           0.0039214,           0.0039214
                 309,            0.026227,            0.013044,           0.0042524,             0.98216,             0.97715,             0.99085,             0.89936,            0.015821,           0.0059631,           0.0019224,           0.0039016,           0.0039016,           0.0039016
                 310,            0.026362,            0.012793,           0.0044537,             0.98069,             0.98019,             0.99007,               0.899,            0.015552,           0.0058585,           0.0018824,           0.0038818,           0.0038818,           0.0038818
                 311,            0.026389,            0.013276,           0.0048384,             0.98321,             0.97716,              0.9907,             0.89498,            0.015561,           0.0058254,           0.0018186,            0.003862,            0.003862,            0.003862
                 312,            0.026675,            0.013419,            0.004782,             0.98586,             0.97321,             0.99173,             0.89428,            0.015668,           0.0058481,           0.0017801,           0.0038422,           0.0038422,           0.0038422
                 313,            0.025467,            0.013241,           0.0042314,             0.98682,             0.97328,             0.99191,             0.89461,            0.015579,           0.0059073,           0.0017572,           0.0038224,           0.0038224,           0.0038224
                 314,            0.025868,            0.013058,            0.004616,             0.98709,             0.97398,             0.99216,             0.89549,             0.01559,           0.0059343,             0.00176,           0.0038026,           0.0038026,           0.0038026
                 315,            0.025842,            0.012367,           0.0042795,             0.98024,             0.97762,             0.99206,             0.88742,            0.015735,           0.0059883,            0.001801,           0.0037828,           0.0037828,           0.0037828
